MLS#,CPR,Photos,Original Price,Region,Sold Price,Sold Ratio,Orig. Ratio,Beds,Living Sq Ft,Land Sq Ft,Year,Days,Condition,Tax,Total Fees,Land.1,Building,Assessed Total,Assessed Ratio,Zoning,Flood Zone,View,Pool,Easements,Stories,SoldDate,ListDate,priceInc,priceDec,largeCPR,aboveOrig,fullBaths,halfBaths,rem5Yrs,Parking2,level,Basement,splitLevel
202110640,0,25,998000,DiamondHd,1155000,1.1573,0.8641,3,1428,5000,1946,13,4.0,291,0,850000,148500,998500,0.9995,05 - R-5 Residential District,Zone X,1,0,0,1.0,2021-07-30,2021-05-14,0,0,0,0,2,0,0,3,0,0,0
202106669,1,25,1350000,DiamondHd,1225000,0.98,1.102,5,2113,3003,2015,63,6.0,479,0,576200,543100,1119300,1.1168,07 - R-3.5 Residential District,Zone X,1,0,0,2.0,2021-07-30,2021-03-18,0,1,0,1,3,0,0,2,1,0,0
202112987,1,10,1250000,DiamondHd,1250000,1.0,1.0,6,2204,5000,1991,17,5.0,573,0,747000,479300,1226300,1.0193,05 - R-5 Residential District,Zone X,1,0,1,2.0,2021-07-30,2021-05-28,0,0,0,0,4,0,0,3,1,0,0
202111920,0,25,1380000,Metro,1250000,0.9766,1.104,6,2810,3921,2012,26,6.0,515,0,704800,594200,1299000,0.9854,05 - R-5 Residential District,Zone X,0,0,1,2.0,2021-07-30,2021-05-10,0,1,0,1,4,0,0,3,1,0,0
202119894,0,15,1299000,Metro,1290000,0.9931,1.007,4,1548,11506,1953,66,4.0,327,0,917100,178800,1095900,1.1853,03 - R10 - Residential District,Zone X,1,0,1,2.0,2021-07-30,2021-05-25,0,0,0,1,2,1,0,1,0,0,0
202110069,0,23,1399000,Metro,1190000,0.8815,1.1756,6,1833,3800,1941,24,5.0,275,0,861000,79200,940200,1.4359,12 - A-2 Medium Density Apartme,Zone AO,1,0,0,1.0,2021-07-30,2021-04-27,0,1,0,1,6,0,1,3,1,0,0
202111971,0,14,1400000,Metro,1500000,1.0714,0.9333,3,1234,10004,1948,12,4.0,785,0,1120200,258500,1378700,1.0154,03 - R10 - Residential District,Zone X,1,0,0,1.0,2021-07-30,2021-05-10,0,0,0,0,2,0,0,2,1,0,0
202104263,0,16,1575000,Metro,1400000,0.8889,1.125,6,2480,4720,1948,89,4.0,401,0,1180000,232900,1412900,1.1147,12 - A-2 Medium Density Apartme,Zone X,0,0,0,2.0,2021-07-30,2021-02-17,0,0,0,1,3,1,0,3,1,0,0
202115081,0,25,1495000,HawaiiKai,1400000,0.9365,1.0679,3,1604,6901,1986,12,6.0,294,64,952100,252000,1204100,1.2416,05 - R-5 Residential District,Zone D,1,0,1,2.0,2021-07-29,2021-06-08,0,0,0,1,2,0,0,2,1,0,0
202112754,0,25,1350000,HawaiiKai,1350000,1.0,1.0,7,2376,5418,1966,11,5.0,267,0,724800,332300,1057100,1.2771,05 - R-5 Residential District,Zone D,1,1,0,2.0,2021-07-28,2021-05-21,0,0,0,0,3,1,0,3,1,0,0
202109914,0,25,1050000,Metro,920000,1.0222,1.1413,4,2189,5000,2003,39,5.5,225,0,600000,184600,784600,1.1471,05 - R-5 Residential District,Zone X,1,0,0,3.0,2021-07-26,2021-04-27,0,1,0,1,3,0,1,3,0,0,0
202114697,0,25,999000,Metro,1260000,1.2613,0.7929,5,2160,7784,1947,6,3.0,535,0,923700,276700,1200400,0.8322,03 - R10 - Residential District,Zone X,0,0,0,2.0,2021-07-26,2021-06-08,0,0,0,0,3,0,0,2,1,0,1
202112795,0,23,788000,Metro,835000,1.0596,0.9437,3,696,5000,1925,12,4.0,206,0,640800,63800,7046000,0.1118,07 - R-3.5 Residential District,Zone X,0,0,0,1.0,2021-07-23,2021-05-28,0,0,0,0,1,0,0,2,1,0,0
202112961,0,24,995000,Metro,1080000,1.0854,0.9213,5,1648,5220,1949,10,3.5,181,0,696600,109000,805600,1.2351,05 - R-5 Residential District,Zone X,1,0,1,2.0,2021-07-23,2021-05-24,0,0,0,0,1,1,0,2,1,0,0
202108889,0,25,1000000,Metro,1056000,1.056,0.947,5,1600,7071,1964,20,2.0,420,0,796700,206400,1003100,0.9969,05 - R-5 Residential District,Zone X,1,0,0,1.0,2021-07-23,2021-04-12,0,0,0,0,2,1,0,2,1,1,0
202115684,0,15,1150000,DiamondHd,1079000,0.9383,1.0658,4,2044,6003,1952,7,3.0,223,0,855900,7800,863700,1.3315,05 - R-5 Residential District,Zone X,1,0,1,3.0,2021-07-23,2021-06-18,0,0,0,1,2,0,0,2,0,0,0
202112727,0,7,1699000,Metro,1445000,0.9451,1.1758,3,1790,10193,1953,20,5.0,677,0,1025000,234100,1259100,1.2144,03 - R10 - Residential District,Zone X,1,0,1,1.0,2021-07-23,2021-05-19,0,1,0,1,2,0,1,2,1,0,0
202109333,0,14,869000,Metro,900000,1.0357,0.9656,2,734,6674,1947,9,3.0,187,0,724300,16500,740800,1.1731,04 - R-7.5 Residential District,Zone X,1,0,0,1.0,2021-07-22,2021-05-19,0,0,0,0,1,0,0,2,0,0,0
202113410,1,23,888000,Metro,890000,1.0023,0.9978,4,1358,2650,1985,11,6.0,195,206,525800,274100,799900,1.1101,07 - R-3.5 Residential District,Zone X,0,0,1,2.0,2021-07-22,2021-06-01,0,0,0,0,2,1,1,2,1,0,0
202110394,1,24,1100000,DiamondHd,1150000,1.0455,0.9565,6,2392,4722,1991,13,4.5,528,0,664700,537300,1202000,0.9151,05 - R-5 Residential District,Zone X,1,0,1,2.0,2021-07-22,2021-05-04,0,0,0,0,3,0,0,3,1,0,0
202114797,0,20,1200000,HawaiiKai,1185000,0.9875,1.0127,2,1532,3330,1986,4,4.0,236,63,740500,93500,834000,1.4388,05 - R-5 Residential District,Zone D,1,0,1,2.0,2021-07-22,2021-06-07,0,0,0,1,2,0,0,2,1,0,0
202114775,0,12,1350000,DiamondHd,1350000,1.0,1.0,4,2160,39639,1979,0,5.0,189,0,561100,161200,722300,1.869,52 - AG-2 General Agricultural,Zone X,1,0,1,2.0,2021-07-22,2021-06-04,0,0,0,0,2,1,0,3,0,0,0
202112755,0,25,899000,DiamondHd,875000,0.9733,1.0274,2,1008,3080,1967,20,5.0,197,0,523600,152000,675600,1.3307,05 - R-5 Residential District,Zone X,1,0,0,1.0,2021-07-21,2021-05-21,0,0,0,1,1,0,1,1,1,0,0
202112225,0,10,780000,Metro,835000,1.0705,0.9341,7,1344,1941,1928,13,5.0,152,0,438700,183900,622600,1.2528,05 - R-5 Residential District,Zone X,0,0,1,2.0,2021-07-20,2021-05-12,0,0,0,0,4,0,0,1,0,0,0
202101467,0,17,1250000,DiamondHd,1075000,0.9556,1.1628,5,1876,3481,1930,102,5.0,255,0,754800,121600,876400,1.2837,07 - R-3.5 Residential District,Zone X,1,0,0,2.0,2021-07-20,2021-01-22,0,1,0,1,3,0,0,2,1,0,0
202108453,0,24,1295000,DiamondHd,1235000,0.9896,1.0486,3,2005,5523,1995,62,5.5,275,0,752700,352400,1105100,1.1293,05 - R-5 Residential District,Zone X,1,0,0,2.0,2021-07-20,2021-04-06,0,1,0,1,3,1,0,3,0,0,0
202032572,1,6,950000,Metro,860000,0.5733,1.1047,11,4770,10132,1965,55,2.3333333333333335,615,0,1495800,516700,2012500,0.7453,03 - R10 - Residential District,Zone X,1,0,1,2.0,2021-07-20,2021-01-04,1,0,0,1,6,0,0,3,0,0,0
202112435,0,25,900000,Metro,901500,1.0017,0.9983,3,1402,12045,1990,11,3.0,209,0,640100,172000,812100,1.1082,04 - R-7.5 Residential District,Zone AE,1,0,0,2.0,2021-07-19,2021-05-17,0,0,0,0,3,0,0,3,0,1,1
202119146,0,1,1400000,HawaiiKai,1400000,1.0,1.0,3,1787,5914,1973,50,5.5,234,0,721500,195900,917400,1.5261,05 - R-5 Residential District,Zone D,1,1,0,1.0,2021-07-19,2021-05-30,0,0,0,0,2,0,0,2,1,0,0
202113563,0,24,950000,DiamondHd,955000,1.0053,0.9948,3,906,2520,1995,4,5.5,228,0,582100,340200,922300,1.03,07 - R-3.5 Residential District,Zone X,1,0,1,2.0,2021-07-16,2021-06-04,0,0,0,0,2,0,1,2,0,0,0
202112011,0,18,1050000,Metro,1070000,0.9907,0.9813,4,1442,3445,1935,20,5.0,269,0,717800,198200,916000,1.179,05 - R-5 Residential District,Zone X,0,0,0,1.0,2021-07-16,2021-05-11,1,0,0,0,2,0,1,1,1,0,0
202109927,0,25,1150000,Metro,1000000,0.8696,1.15,6,2260,6339,1921,21,5.0,216,0,698800,100100,798900,1.4395,07 - R-3.5 Residential District,Zone X,1,0,1,2.0,2021-07-16,2021-04-30,0,0,0,1,3,0,1,2,0,0,0
202110036,0,25,1299000,Metro,1450000,1.1162,0.8959,4,1922,7594,1961,8,4.0,367,0,1068400,190500,1258900,1.0319,04 - R-7.5 Residential District,Zone X,1,0,1,2.0,2021-07-16,2021-04-27,0,0,0,0,3,0,0,2,0,0,0
202113574,0,23,988000,Metro,1071000,1.084,0.9225,6,2016,4622,1973,19,5.5,178,0,610600,114400,725000,1.3628,07 - R-3.5 Residential District,Zone X,1,0,1,2.0,2021-07-15,2021-06-02,0,0,0,0,2,0,1,3,0,0,0
202112465,0,14,1050000,DiamondHd,1175000,1.119,0.8936,3,1200,4743,1951,15,3.0,256,0,837900,64800,902700,1.1632,07 - R-3.5 Residential District,Zone X,0,0,0,1.0,2021-07-15,2021-05-17,0,0,0,0,2,0,0,3,1,0,0
202112573,0,10,1500000,DiamondHd,1350000,0.9,1.1111,3,1612,6000,1961,11,4.5,541,0,1003700,162200,1165900,1.2866,05 - R-5 Residential District,Zone X,1,0,1,,2021-07-15,2021-05-27,0,0,0,1,2,1,1,2,0,0,1
202107070,0,19,1100000,DiamondHd,1150000,1.0455,0.9565,4,2696,5000,1972,12,4.0,318,0,816000,415800,1231800,0.893,05 - R-5 Residential District,Zone D,1,0,1,1.0,2021-07-13,2021-03-16,0,0,0,0,3,0,0,2,0,1,0
202115131,0,20,1499000,DiamondHd,1486040,0.9914,1.0087,4,2066,7722,1965,4,6.0,456,0,929300,142600,1071900,1.3985,04 - R-7.5 Residential District,Zone D,1,0,0,1.0,2021-07-13,2021-06-11,0,0,0,1,3,1,0,3,1,0,0
202110033,0,25,899000,DiamondHd,1100000,1.2236,0.8173,4,1252,2908,1929,12,3.0,269,0,680100,241700,921800,0.9753,07 - R-3.5 Residential District,Zone X,1,0,0,2.0,2021-07-12,2021-04-30,0,0,0,0,3,0,0,2,1,0,0
202113288,0,15,900000,Metro,1000000,1.1111,0.9,4,1056,4000,1973,16,3.5,157,0,627000,51000,678000,1.3274,46 - IMX-1 Industrial-Commercia,Zone X,0,0,0,1.0,2021-07-12,2021-06-01,0,0,0,0,1,1,0,3,1,0,0
202112524,0,20,1325000,DiamondHd,1450000,1.0943,0.9138,4,1816,7500,1955,7,5.0,269,0,922500,61500,984000,1.3465,04 - R-7.5 Residential District,Zone D,0,0,0,1.0,2021-07-12,2021-05-19,0,0,0,0,2,0,0,2,1,0,0
202112039,1,20,1495000,Metro,1490000,0.9967,1.0034,3,1620,9890,2016,24,6.0,431,453,977500,584500,1562000,0.9571,05 - R-5 Residential District,Zone X,1,0,1,2.0,2021-07-12,2021-05-14,0,0,1,1,2,1,0,2,0,0,0
202110201,0,25,890000,Metro,825000,0.927,1.0788,4,1430,5429,1974,2,3.0,238,0,680300,127700,808000,1.1015,05 - R-5 Residential District,Zone X,1,0,1,2.0,2021-07-09,2021-05-01,0,0,0,1,2,1,0,2,0,0,0
202112456,0,25,1299000,DiamondHd,1350000,1.0393,0.9622,3,1726,10441,1952,10,3.5,580,0,1119300,26900,1146200,1.1333,03 - R10 - Residential District,Zone AE,1,0,1,1.0,2021-07-09,2021-05-17,0,0,0,0,2,0,0,1,1,0,0
202012008,1,18,1380000,DiamondHd,1360000,1.0,1.0147,5,3135,2638,2017,382,6.0,724,0,577400,875900,1453300,0.9358,05 - R-5 Residential District,Zone X,1,0,1,2.0,2021-07-09,2020-05-29,0,1,1,1,6,0,0,3,0,0,0
202107042,1,12,1399999,DiamondHd,1350000,0.9643,1.037,5,2970,3582,2019,59,5.5,818,0,701800,757900,1459700,0.9591,05 - R-5 Residential District,Zone X,1,0,1,2.0,2021-07-09,2021-03-16,0,0,0,1,6,0,0,3,0,0,0
202115252,0,1,925000,Metro,955000,1.0324,0.9686,4,1344,6667,1966,0,4.0,259,0,770000,118900,888900,1.0406,05 - R-5 Residential District,Zone X,1,0,0,1.0,2021-07-08,2021-06-11,0,0,0,0,2,0,0,2,1,0,0
202113310,0,23,970000,HawaiiKai,1070000,1.1031,0.9065,3,1126,5650,1985,6,5.5,200,0,613800,239700,853500,1.1365,05 - R-5 Residential District,Zone D,1,0,1,1.0,2021-07-08,2021-06-04,0,0,0,0,2,0,0,3,0,0,1
202108204,0,17,1175000,DiamondHd,1175000,1.0,1.0,4,1331,4385,1936,49,4.0,262,0,750800,129100,879900,1.3354,07 - R-3.5 Residential District,Zone X,0,0,0,1.0,2021-07-08,2021-04-01,0,0,0,0,2,0,0,3,1,1,0
202113160,0,22,1190000,DiamondHd,1350000,1.1345,0.8815,3,1871,5208,1959,16,5.0,259,0,847400,39600,887000,1.3416,05 - R-5 Residential District,Zone X,0,0,1,1.0,2021-07-08,2021-05-26,0,0,0,0,2,0,0,2,1,0,0
202101049,1,22,1300000,Metro,1280000,0.9846,1.0156,5,2482,2810,2020,40,6.0,467,0,629400,475100,1104500,1.177,12 - A-2 Medium Density Apartme,Zone X,1,0,0,2.0,2021-07-08,2021-02-01,0,0,0,1,4,0,0,3,1,0,0
202110115,0,22,839000,Metro,950000,1.1323,0.8832,4,1750,7034,1953,8,3.0,225,0,763500,146300,909800,0.9222,05 - R-5 Residential District,Zone X,0,0,0,,2021-07-02,2021-04-28,0,0,0,0,2,0,0,3,1,0,1
202109320,0,21,1175000,Metro,1350000,1.1489,0.8704,5,2645,10000,1953,6,3.0,537,0,1000000,130500,1130500,1.0394,05 - R-5 Residential District,Zone X,1,0,1,2.0,2021-07-02,2021-04-16,0,0,0,0,3,0,0,2,0,0,0
202115422,0,19,1200000,HawaiiKai,1100000,0.9167,1.0909,4,1764,5400,1970,6,3.5,265,0,746900,183400,930300,1.2899,05 - R-5 Residential District,Zone D,0,0,1,2.0,2021-07-02,2021-06-11,0,0,0,1,2,1,0,2,1,0,0
202112175,0,25,1250000,Metro,1272000,1.0176,0.9827,4,2487,7510,1961,8,5.0,293,0,805900,245400,1051300,1.189,05 - R-5 Residential District,Zone X,1,0,1,2.0,2021-07-02,2021-05-13,0,0,0,0,3,1,0,2,0,0,0
202108798,0,25,1350000,HawaiiKai,1350000,1.0,1.0,2,1723,3600,1988,23,6.0,433,64,773800,291600,1065400,1.2671,05 - R-5 Residential District,Zone D,1,0,1,2.0,2021-07-02,2021-04-30,0,0,0,0,2,1,0,2,1,0,0
202108474,0,25,1188000,Metro,1250000,1.0522,0.9504,3,1899,10002,1957,10,4.0,279,0,915800,161600,1077400,1.1027,03 - R10 - Residential District,Zone X,0,0,1,1.0,2021-07-01,2021-04-06,0,0,0,0,2,0,0,2,1,0,0
202109237,0,25,860000,HawaiiKai,900000,1.0465,0.9556,3,1032,4080,1985,7,3.5,190,0,615700,175200,790900,1.0874,05 - R-5 Residential District,Zone D,1,0,1,1.0,2021-06-30,2021-04-21,0,0,0,0,2,0,0,3,1,0,0
202108219,1,21,925000,Metro,910000,0.9838,1.0165,2,1787,3071,1992,31,5.0,216,702,537300,349600,886900,1.043,05 - R-5 Residential District,Zone X,1,0,1,3.0,2021-06-30,2021-03-31,0,0,0,1,2,0,0,2,0,0,0
202101047,1,20,1250000,Metro,1230000,0.984,1.0163,5,2130,2195,2020,40,6.0,281,0,568100,394400,962500,1.2987,12 - A-2 Medium Density Apartme,Zone X,1,0,0,2.0,2021-06-30,2021-02-01,0,0,0,1,4,0,0,2,1,0,0
202104437,1,25,1425000,Metro,1350000,0.9677,1.0556,5,2448,5148,1969,69,5.0,295,0,662400,449600,1112000,1.2545,04 - R-7.5 Residential District,Zone AE,1,0,1,2.0,2021-06-30,2021-03-03,0,1,0,1,4,1,1,2,0,0,0
202110108,0,25,1425000,Metro,1445000,1.014,0.9862,6,1795,9085,1958,7,4.5,365,0,1011500,302400,1313900,1.0846,03 - R10 - Residential District,Zone X,1,0,0,1.0,2021-06-30,2021-04-29,0,0,0,0,2,1,0,2,1,0,0
202107855,0,24,875000,DiamondHd,880000,0.9778,0.9943,3,924,5082,1959,25,5.0,237,0,685600,147600,833200,1.0802,05 - R-5 Residential District,Zone X,1,0,0,1.0,2021-06-29,2021-04-10,1,0,0,0,1,1,1,3,1,1,0
202108307,0,21,995000,DiamondHd,1093000,1.0985,0.9103,4,1768,5563,1981,3,5.0,215,0,688900,188500,877400,1.134,04 - R-7.5 Residential District,Zone D,1,0,0,1.0,2021-06-29,2021-04-05,0,0,0,0,2,0,1,3,1,0,0
202030099,0,23,920000,Metro,875000,0.9831,1.0514,3,1104,6109,1968,87,4.0,165,0,599300,104100,703400,1.2653,05 - R-5 Residential District,Zone X,1,0,0,1.0,2021-06-28,2020-12-03,0,1,0,1,2,0,0,2,0,0,0
202108964,0,25,1200000,Metro,960000,1.0105,1.25,5,2553,5643,1954,22,5.5,224,0,582100,327100,909200,1.0449,07 - R-3.5 Residential District,"Zone AE,Zo",1,0,0,2.0,2021-06-28,2021-04-12,0,1,0,1,3,0,0,2,1,0,0
202112114,0,8,880000,Metro,1000000,1.1364,0.88,4,1806,8450,1969,0,4.0,286,0,759400,176000,935400,0.9408,04 - R-7.5 Residential District,Zone X,1,0,1,2.0,2021-06-25,2021-05-19,0,0,0,0,2,1,0,2,0,0,1
202110038,0,21,988000,DiamondHd,1056000,1.0688,0.9356,4,1499,2261,1986,16,5.5,224,0,580900,186500,767400,1.2875,07 - R-3.5 Residential District,Zone X,1,0,0,2.0,2021-06-25,2021-05-07,0,0,0,0,3,0,1,3,1,0,0
202108086,0,24,1299800,DiamondHd,1299800,1.0398,1.0,4,1940,11233,1959,31,5.5,579,0,1012500,220800,1233300,1.0135,04 - R-7.5 Residential District,Zone X,1,0,1,2.0,2021-06-25,2021-04-12,0,1,0,0,2,0,0,3,0,0,0
202109371,0,23,1288000,DiamondHd,1388000,1.0776,0.928,4,1625,22646,1950,8,6.0,255,0,813300,93600,906900,1.4202,05 - R-5 Residential District,Zone X,1,0,1,2.0,2021-06-25,2021-04-19,0,0,0,0,2,0,1,3,0,0,0
202109793,0,25,848000,Metro,905000,1.0672,0.937,4,1280,5000,1954,8,4.0,174,0,522000,73600,595600,1.4238,05 - R-5 Residential District,Zone X,1,0,0,1.0,2021-06-24,2021-04-28,0,0,0,0,2,0,0,2,0,1,0
202100220,0,25,1298000,HawaiiKai,1410000,1.0863,0.9206,4,2153,8910,1974,8,6.0,488,3,721100,500300,1221400,1.0627,05 - R-5 Residential District,Zone D,1,1,1,,2021-06-24,2021-01-15,0,0,0,0,2,0,1,2,0,0,1
202108010,0,11,1228000,Metro,1050000,0.913,1.1695,3,1330,5217,1959,34,4.5,466,0,996700,89300,1086000,1.0589,04 - R-7.5 Residential District,Zone X,1,0,1,1.0,2021-06-23,2021-03-31,0,1,0,1,2,0,0,3,0,0,0
202112078,0,25,1150000,Metro,1300000,1.1304,0.8846,4,3077,5263,1991,9,3.5,302,0,719800,370200,1090000,1.055,05 - R-5 Residential District,Zone X,1,0,1,2.0,2021-06-23,2021-05-11,0,0,0,0,3,0,0,3,1,0,0
202116294,0,1,1175000,Metro,1175000,1.0,1.0,3,1272,10041,1949,106,2.5,325,0,934700,150200,1084900,1.083,03 - R10 - Residential District,Zone X,1,0,1,2.0,2021-06-23,2021-03-09,0,0,0,0,1,1,0,2,0,0,0
202108256,1,23,1479000,HawaiiKai,1350000,0.965,1.0956,3,1861,3998,2002,22,5.0,572,359,740900,484500,1227100,1.1401,11 - A-1 Low Density Apartment,Zone AE,0,0,0,2.0,2021-06-22,2021-04-05,0,1,1,1,2,1,0,2,1,0,0
202110414,0,22,1280000,Metro,1450000,1.0357,0.8828,2,1329,37037,1951,11,6.0,287,0,714700,291500,1006200,1.3914,61 - P-1 Restricted Preservatio,Zone X,1,0,1,1.0,2021-06-22,2021-05-03,1,0,0,0,2,0,0,2,0,0,0
202108537,1,23,945000,Metro,940000,0.9947,1.0053,3,1503,1755,2007,15,5.0,275,0,604300,437000,1041300,0.9075,12 - A-2 Medium Density Apartme,Zone X,0,0,1,3.0,2021-06-21,2021-04-08,0,0,0,1,3,1,0,2,0,0,0
202108258,0,23,1100000,DiamondHd,1241000,1.1282,0.8864,4,2277,10000,1942,10,3.5,246,0,920000,62200,982200,1.1199,03 - R10 - Residential District,Zone D,1,0,1,1.0,2021-06-21,2021-04-26,0,0,0,0,2,0,0,2,1,0,0
202108281,0,19,1150000,DiamondHd,1050000,0.913,1.0952,5,1800,5000,2005,34,4.0,265,0,612000,396800,1008800,1.14,05 - R-5 Residential District,Zone X,1,0,1,2.0,2021-06-21,2021-04-01,0,0,0,1,3,0,0,3,1,0,0
202109450,1,25,995000,Metro,1060000,1.0653,0.9387,3,1934,1677,1988,8,6.0,261,713,325200,502700,827900,1.2018,12 - A-2 Medium Density Apartme,Zone X,1,0,0,3.0,2021-06-18,2021-04-19,0,0,1,0,3,0,1,2,0,0,1
202109154,0,25,1150000,HawaiiKai,1300000,1.1304,0.8846,4,2153,9519,1974,8,5.0,231,3,714200,236400,950600,1.2098,05 - R-5 Residential District,Zone D,1,0,1,,2021-06-18,2021-04-20,0,0,0,0,2,0,0,2,0,0,1
202110345,0,25,1300000,DiamondHd,1000000,0.7692,1.3,4,1775,9000,1979,10,4.0,690,0,1075200,261900,1337100,0.9723,04 - R-7.5 Residential District,Zone X,1,0,1,2.0,2021-06-18,2021-05-03,0,0,0,1,3,0,1,3,0,0,0
202104348,0,25,1388000,HawaiiKai,1388000,1.0,1.0,3,1232,5186,1961,33,5.0,217,40,716600,127400,866100,1.6026,05 - R-5 Residential District,Zone D,0,1,1,1.0,2021-06-18,2021-02-19,0,0,0,0,2,0,0,3,1,0,0
202107060,0,25,738000,DiamondHd,815000,1.0,0.9055,3,990,2700,1930,20,4.0,177,0,616000,129800,745800,1.0928,07 - R-3.5 Residential District,Zone X,1,0,0,2.0,2021-06-17,2021-03-17,1,0,0,0,1,1,0,3,1,0,0
202107783,0,13,849000,DiamondHd,849000,1.0,1.0,3,1225,8615,1940,37,4.0,157,0,499600,38500,538100,1.5778,05 - R-5 Residential District,Zone X,1,0,1,2.0,2021-06-17,2021-03-24,0,0,0,0,1,1,1,1,0,1,0
202110357,0,11,995000,HawaiiKai,1078000,1.0834,0.923,3,1444,6000,1970,2,4.0,267,0,756000,234300,990300,1.0047,05 - R-5 Residential District,Zone D,1,0,0,1.0,2021-06-17,2021-05-01,0,0,0,0,2,0,0,3,0,0,0
202112599,0,21,1290000,HawaiiKai,1450000,1.124,0.8897,4,1352,10767,1966,7,5.0,242,0,869000,147800,1016800,1.2687,05 - R-5 Residential District,Zone D,1,0,0,1.0,2021-06-17,2021-05-21,0,0,0,0,2,0,1,2,0,0,0
202103652,1,25,1395000,Metro,1400000,1.0036,0.9964,4,2305,5033,2011,13,5.5,463,0,673700,506100,1179800,1.1824,05 - R-5 Residential District,Zone X,1,0,1,2.0,2021-06-17,2021-02-09,0,0,1,0,3,0,0,2,1,0,0
202108234,0,22,1125000,HawaiiKai,1218000,1.0827,0.9236,3,1606,7801,1962,9,5.0,245,0,781500,197100,978600,1.1496,05 - R-5 Residential District,Zone D,0,0,0,1.0,2021-06-16,2021-04-05,0,0,0,0,2,0,0,3,1,0,0
202109499,0,2,1350000,DiamondHd,1367500,1.013,0.9872,5,1284,4999,1926,0,3.0,409,0,889900,148500,1038400,1.3001,07 - R-3.5 Residential District,Zone X,1,0,0,1.0,2021-06-16,2021-04-20,0,0,0,0,2,0,0,2,1,0,0
202112203,0,25,938000,DiamondHd,985000,1.0501,0.9523,3,836,5778,1942,10,5.0,227,0,613000,264600,877600,1.0688,05 - R-5 Residential District,Zone X,1,0,0,1.0,2021-06-15,2021-05-14,0,0,0,0,2,0,0,1,0,0,0
202109871,0,1,1200000,HawaiiKai,1125000,0.9375,1.0667,3,1743,7820,1970,9,5.0,252,0,771100,117500,888600,1.3504,05 - R-5 Residential District,Zone D,1,0,0,1.0,2021-06-15,2021-04-25,0,0,0,1,2,0,0,2,1,0,0
202109222,1,16,1399800,DiamondHd,1350000,0.9644,1.0369,5,2541,4316,2008,4,5.0,352,0,810500,445500,125600,11.1449,05 - R-5 Residential District,Zone X,1,0,1,2.0,2021-06-15,2021-04-15,0,0,0,1,3,0,0,2,0,0,0
202108675,0,18,860000,Metro,830000,0.9765,1.0361,3,928,2273,1963,37,6.0,153,0,431200,86900,518100,1.6406,07 - R-3.5 Residential District,Zone X,1,0,0,1.0,2021-06-14,2021-04-08,0,1,0,1,2,0,1,3,1,0,0
202110613,0,2,925000,DiamondHd,1015000,1.0973,0.9113,6,1220,5470,1939,7,3.0,281,0,799500,92600,892100,1.0369,05 - R-5 Residential District,Zone X,1,0,0,2.0,2021-06-14,2021-05-14,0,0,0,0,2,0,0,0,1,0,0
202108989,0,24,960000,DiamondHd,1080000,1.125,0.8889,3,1140,4884,1956,7,5.0,241,0,721900,53300,775200,1.2384,03 - R10 - Residential District,Zone AE,0,0,0,1.0,2021-06-14,2021-04-14,0,0,0,0,2,0,0,2,1,0,0
202032568,0,18,1300000,DiamondHd,1150000,1.0,1.1304,8,2440,9100,1941,113,3.0,561,0,1046100,128200,1174300,0.9793,05 - R-5 Residential District,Zone X,1,0,1,2.0,2021-06-14,2020-12-22,0,1,0,1,2,0,0,2,0,1,0
202029707,1,25,1595000,DiamondHd,1400000,0.934,1.1393,5,2290,3361,1991,147,5.0,306,0,584800,563200,1148000,1.3057,05 - R-5 Residential District,Zone X,1,0,1,2.0,2021-06-14,2020-11-23,0,1,0,1,4,0,0,2,1,0,0
202107705,0,12,800000,DiamondHd,815000,1.0188,0.9816,4,1594,9054,1972,22,1.5,257,0,695300,186300,881600,0.9074,05 - R-5 Residential District,Zone D,1,0,1,2.0,2021-06-10,2021-05-05,0,0,0,0,3,0,0,2,0,1,0
202109172,0,3,899000,Metro,980000,1.0901,0.9173,11,3032,5000,1939,11,3.0,261,0,693000,203000,896000,1.0033,05 - R-5 Residential District,Zone X,0,0,0,2.0,2021-06-10,2021-04-15,0,0,0,0,3,0,0,3,1,0,0
202111712,0,22,925000,DiamondHd,950000,1.027,0.9737,3,920,2399,1979,7,5.0,211,0,636300,268000,904300,1.0229,07 - R-3.5 Residential District,Zone X,1,0,1,1.0,2021-06-10,2021-05-06,0,0,0,0,1,1,1,2,1,0,0
202115753,0,1,960000,DiamondHd,960000,1.0,1.0,4,968,5000,1940,50,4.0,226,0,841500,35700,877200,1.0944,07 - R-3.5 Residential District,Zone X,0,0,1,,2021-06-10,2021-04-21,0,0,0,0,3,0,1,3,0,0,1
202109196,0,25,1025000,Metro,1080000,1.0537,0.9491,7,2208,5012,1955,11,4.0,259,0,624200,262100,886300,1.1565,05 - R-5 Residential District,Zone X,1,0,1,2.0,2021-06-10,2021-04-15,0,0,0,0,4,0,0,3,0,0,0
202031792,1,19,1180000,Metro,1085000,1.0,1.0876,8,3151,3503,2016,142,5.5,513,0,644100,513300,1157400,0.9374,07 - R-3.5 Residential District,Zone X,1,0,1,2.0,2021-06-10,2020-12-08,0,1,0,1,4,0,0,3,1,0,0
202101466,0,15,1295000,Metro,1150000,0.888,1.1261,6,1636,5000,1922,74,4.0,380,0,1200000,104500,1304500,0.9927,12 - A-2 Medium Density Apartme,Zone X,0,0,0,1.0,2021-06-10,2021-01-22,0,0,0,1,4,0,0,3,0,0,0
