MLS#,CPR,Photos,Original Price,Region,Sold Price,Sold Ratio,Orig. Ratio,Beds,Living Sq Ft,Land Sq Ft,Year,Days,Condition,Tax,Total Fees,Land.1,Building,Assessed Total,Assessed Ratio,Zoning,Flood Zone,View,Pool,Easements,Stories,SoldDate,ListDate,priceInc,priceDec,largeCPR,aboveOrig,fullBaths,halfBaths,rem5Yrs,Parking2,level,Basement,splitLevel
202110399,0,25,1198000,HawaiiKai,950000,0.95,1.2611,4,1639,9519,1975,63,5.0,219,0,702400,191400,893800,1.1188,05 - R-5 Residential District,Zone D,1,0,0,2.0,2021-09-20,2021-05-11,0,1,0,1,2,0,0,2,0,0,0
202119487,0,25,1229000,HawaiiKai,1365000,1.1107,0.9004,3,1488,8415,1966,12,4.5,242,0,790500,134100,924600,1.3292,05 - R-5 Residential District,Zone D,1,0,1,1.0,2021-09-20,2021-07-27,0,0,0,0,2,0,0,2,0,0,0
202119430,0,17,870000,Metro,1070000,1.2299,0.8131,3,968,6293,1959,9,3.0,255,0,785800,86000,871800,0.9979,05 - R-5 Residential District,Zone X,0,0,0,1.0,2021-09-17,2021-07-26,0,0,0,0,2,0,0,2,1,0,0
202118378,0,25,928000,Metro,900000,0.9698,1.0311,4,1212,5000,1929,17,3.5,180,0,665000,73100,738100,1.2573,05 - R-5 Residential District,Zone X,0,0,1,2.0,2021-09-17,2021-07-09,0,0,0,1,3,1,0,2,1,1,0
202118235,1,25,1150000,DiamondHd,1220000,1.0609,0.9426,5,2048,4302,1995,10,5.0,442,0,633400,443300,1076700,1.0681,05 - R-5 Residential District,Zone X,1,0,1,2.0,2021-09-17,2021-07-19,0,0,0,0,3,0,0,2,0,0,0
202118916,0,21,1199999,Metro,1225000,1.0208,0.9796,3,1504,6261,1968,11,4.5,256,0,788300,174000,962300,1.247,05 - R-5 Residential District,Zone X,0,1,0,1.0,2021-09-17,2021-07-20,0,0,0,0,2,0,0,2,1,0,0
202118810,0,19,1295000,DiamondHd,1300000,1.0039,0.9962,3,1248,4993,1970,7,5.0,237,0,859400,0,952400,1.3597,07 - R-3.5 Residential District,Zone VE,1,0,0,1.0,2021-09-17,2021-07-21,0,0,0,0,2,0,0,3,1,0,0
202118889,0,25,1300000,DiamondHd,1450000,1.1154,0.8966,3,1406,8258,1959,12,4.0,492,0,945800,184800,1130600,1.1498,04 - R-7.5 Residential District,Zone D,0,0,0,1.0,2021-09-17,2021-07-19,0,0,0,0,2,0,0,2,1,0,0
202119761,0,1,850000,DiamondHd,850000,1.0,1.0,4,1648,5250,1941,3,3.0,243,0,825200,7400,832600,1.0209,05 - R-5 Residential District,Zone X,1,0,0,1.0,2021-09-16,2021-07-27,0,0,0,0,2,0,0,2,0,1,0
202118666,1,25,1100000,Metro,1200000,1.0909,0.9167,5,1928,3116,2008,13,6.0,379,0,597600,331300,928900,1.1842,12 - A-2 Medium Density Apartme,Zone AE,1,0,1,2.0,2021-09-16,2021-07-14,0,0,0,0,3,0,1,3,1,0,0
202118210,0,25,1175000,DiamondHd,1194000,1.0162,0.9841,3,1392,5250,1951,22,5.0,205,0,800400,7500,807900,1.4544,05 - R-5 Residential District,Zone X,1,0,1,2.0,2021-09-16,2021-07-09,0,0,0,0,2,0,0,1,1,0,0
202115879,0,23,1240000,Metro,1100000,0.9244,1.1273,5,3642,6297,1964,33,5.0,270,0,568200,358400,926600,1.2843,05 - R-5 Residential District,Zone X,1,0,1,,2021-09-16,2021-06-18,0,1,0,1,3,0,1,2,0,0,1
202118628,0,25,899000,Metro,900000,1.0011,0.9989,4,2024,5891,1958,16,4.0,233,0,718900,80000,798900,1.1253,05 - R-5 Residential District,Zone X,1,0,1,2.0,2021-09-15,2021-07-16,0,0,0,0,2,1,0,3,1,1,1
202118941,0,22,948888,Metro,1050000,1.1066,0.9037,3,1628,5381,1994,22,5.0,233,0,733700,203600,937300,1.0124,05 - R-5 Residential District,Zone X,1,0,0,1.0,2021-09-15,2021-07-17,0,0,0,0,2,0,0,2,1,0,0
202110090,0,1,1100000,Metro,1000000,0.9091,1.1,3,1480,9881,1967,33,4.0,212,0,743100,145400,888500,1.238,04 - R-7.5 Residential District,Zone X,1,0,1,1.0,2021-09-15,2021-04-27,0,0,0,1,2,0,0,3,0,1,0
202118508,0,12,930900,DiamondHd,1000000,1.0,0.9309,3,1204,5025,1954,9,4.0,115,0,703800,85000,788800,1.2677,05 - R-5 Residential District,Zone X,1,0,1,1.0,2021-09-14,2021-07-12,1,0,0,0,1,1,0,2,0,0,0
202118775,0,25,1350000,DiamondHd,1375000,1.0185,0.9818,6,2946,6250,1938,10,3.0,467,0,900000,421200,1321200,1.0218,07 - R-3.5 Residential District,Zone X,1,0,0,2.0,2021-09-13,2021-07-20,0,0,0,0,3,0,0,3,1,0,0
202116568,0,12,950000,Metro,1038000,1.0926,0.9152,3,1002,6240,1962,20,4.0,245,0,779000,45100,824100,1.1528,05 - R-5 Residential District,Zone X,1,0,0,1.0,2021-09-10,2021-06-30,0,0,0,0,1,0,0,1,1,0,0
202119614,0,23,965000,Metro,1100000,1.1399,0.8773,3,1464,6108,1966,10,4.0,247,0,728100,142200,870300,1.1088,05 - R-5 Residential District,Zone D,1,0,1,1.0,2021-09-10,2021-08-02,0,0,0,0,2,0,0,3,1,0,0
202113571,0,3,998000,Metro,982000,0.984,1.0163,11,3894,4745,1954,7,3.5,217,0,597100,331000,928100,1.0753,07 - R-3.5 Residential District,Zone X,0,0,1,2.0,2021-09-10,2021-06-02,0,0,0,1,5,0,0,2,0,0,0
202118005,0,23,1180000,Metro,1308000,1.1085,0.9021,10,2594,5610,1939,10,6.0,228,0,685300,197700,783000,1.507,05 - R-5 Residential District,Zone X,0,0,1,2.0,2021-09-10,2021-07-05,0,0,0,0,4,1,0,3,1,0,0
202118639,0,13,799000,Metro,850000,1.0638,0.94,3,1812,6632,1956,10,5.0,191,0,613900,156900,770800,1.0366,05 - R-5 Residential District,Zone X,1,0,0,1.0,2021-09-09,2021-07-12,0,0,0,0,2,0,0,2,0,1,0
202119459,0,16,900000,Metro,800000,0.8889,1.125,3,1128,7069,1956,9,2.0,193,0,715700,86200,801900,1.1223,05 - R-5 Residential District,Zone X,1,0,1,,2021-09-09,2021-07-26,0,0,0,1,2,1,0,1,0,0,1
202110498,1,8,998000,DiamondHd,1070000,1.019,0.9327,4,2996,2632,2017,12,5.0,439,0,417600,644400,1062000,0.9887,05 - R-5 Residential District,Zone X,1,0,1,3.0,2021-09-09,2021-05-03,1,0,0,0,3,0,0,3,0,0,0
202116698,0,14,1147000,HawaiiKai,1175000,1.0244,0.9762,3,1700,5448,1969,9,4.5,260,0,725900,166600,892500,1.2852,05 - R-5 Residential District,Zone D,1,0,0,1.0,2021-09-09,2021-07-12,0,0,0,0,1,1,0,3,1,0,0
202118205,0,24,1195000,HawaiiKai,1195000,1.0,1.0,4,1492,6540,1974,21,5.0,208,0,754600,172400,927000,1.2891,05 - R-5 Residential District,Zone D,1,0,1,1.0,2021-09-09,2021-07-09,0,0,0,0,2,0,0,2,0,0,0
202117952,0,25,1150000,HawaiiKai,1250000,1.087,0.92,4,1828,6390,1974,9,5.5,235,3,738000,207300,945300,1.2165,05 - R-5 Residential District,Zone D,1,0,0,2.0,2021-09-07,2021-07-07,0,0,0,0,3,0,0,2,0,0,0
202027406,1,25,927500,Metro,890000,0.9889,1.0421,2,1124,1650,1988,76,5.0,204,0,651900,48400,700300,1.2852,04 - R-7.5 Residential District,Zone X,1,0,0,2.0,2021-09-03,2020-10-17,0,1,0,1,2,0,1,2,1,1,0
202115726,0,1,1500000,HawaiiKai,1500000,1.0,1.0,4,2214,7508,1970,0,4.0,367,0,885200,406400,1291600,1.1614,04 - R-7.5 Residential District,Zone D,1,1,0,2.0,2021-09-03,2021-07-20,0,0,0,0,3,0,1,3,1,0,0
202115264,0,22,1575000,Metro,1450000,0.9477,1.0862,6,2441,10000,1952,40,4.0,318,0,940000,251100,1191100,1.2845,03 - R10 - Residential District,Zone X,1,0,1,2.0,2021-09-03,2021-06-10,0,1,0,1,2,0,0,2,0,1,0
202115476,0,12,899000,Metro,1001000,1.1135,0.8981,3,1040,14462,1955,11,4.5,218,0,633600,113600,746600,1.2041,03 - R10 - Residential District,Zone X,1,0,1,1.0,2021-09-02,2021-07-25,0,0,0,0,2,0,0,3,1,0,0
202118646,0,2,1413000,Metro,928000,0.9345,1.5226,4,1392,6008,1956,7,4.5,190,0,653900,94000,747900,1.3277,05 - R-5 Residential District,Zone X,0,0,1,1.0,2021-09-02,2021-07-12,0,1,0,1,2,0,0,3,1,0,0
202118207,0,20,995000,DiamondHd,1115000,1.1206,0.8924,3,1084,7500,1953,6,5.0,252,0,825000,163000,988000,1.0071,04 - R-7.5 Residential District,Zone X,1,0,0,1.0,2021-09-02,2021-07-09,0,0,0,0,1,1,1,1,0,0,0
202120063,0,21,1075000,HawaiiKai,1100000,1.0233,0.9773,3,1780,6210,1969,7,5.0,221,0,735000,162600,897600,1.1976,05 - R-5 Residential District,Zone D,1,0,1,2.0,2021-09-02,2021-08-05,0,0,0,0,2,1,1,2,1,0,0
202118180,0,24,1090000,Metro,1200000,1.1009,0.9083,3,1400,7501,1962,10,3.0,250,0,960400,36200,996600,1.0937,04 - R-7.5 Residential District,Zone AE,0,0,0,1.0,2021-09-02,2021-07-09,0,0,0,0,2,0,0,2,1,0,0
202112808,0,25,1290000,Metro,1270000,0.9695,1.0157,9,3660,5337,1942,42,5.0,537,0,768700,447800,1216500,1.0769,05 - R-5 Residential District,Zone X,0,0,1,2.0,2021-09-02,2021-05-21,1,0,0,1,5,0,0,3,1,0,0
202116432,0,18,849000,Metro,900000,1.0601,0.9433,5,1808,6400,1955,13,4.0,197,0,684000,131900,815900,1.0406,05 - R-5 Residential District,Zone X,1,0,0,1.0,2021-09-01,2021-07-13,0,0,0,0,2,0,0,2,0,1,1
202009007,0,25,849000,Metro,880000,1.0,0.9648,7,1900,3570,1943,248,5.0,182,0,562500,99800,662300,1.3287,07 - R-3.5 Residential District,Zone X,1,0,0,2.0,2021-09-01,2020-05-07,1,0,0,0,3,0,0,3,0,0,0
202109138,1,24,1150000,DiamondHd,1125000,0.9783,1.0222,5,2467,3367,2017,40,5.5,462,0,541800,612300,1154100,0.9964,05 - R-5 Residential District,Zone X,1,0,1,2.0,2021-09-01,2021-04-16,0,0,1,1,4,0,0,2,0,0,0
202118750,0,24,1158000,DiamondHd,1370000,1.1831,0.8453,3,1715,7500,1954,9,4.0,261,0,825000,71600,896600,1.2915,04 - R-7.5 Residential District,Zone X,1,0,0,1.0,2021-09-01,2021-07-15,0,0,0,0,2,0,0,3,1,0,0
202113312,0,25,999000,DiamondHd,970000,1.0115,1.0299,3,1231,6168,1982,47,5.0,227,0,658900,119600,778500,1.2319,04 - R-7.5 Residential District,Zone D,1,0,0,1.0,2021-08-31,2021-05-30,0,1,0,1,2,0,0,2,1,0,0
202029913,0,16,1488000,DiamondHd,1488000,0.992,1.0,4,1801,7500,1922,238,4.0,273,0,975000,61500,1036500,1.4472,05 - R-5 Residential District,Zone X,1,0,0,1.0,2021-08-31,2020-11-24,1,0,0,0,2,0,0,3,1,1,0
202119503,0,12,925000,DiamondHd,1050000,1.1351,0.881,3,1375,4750,1977,8,1.5,261,0,838500,85800,924300,1.0008,07 - R-3.5 Residential District,Zone X,1,0,0,1.0,2021-08-30,2021-08-07,0,0,0,0,3,0,0,3,1,0,0
202100517,0,25,949000,Metro,969000,1.0,0.9794,5,1388,5000,1962,138,6.0,0,0,642000,66500,708500,1.3677,07 - R-3.5 Residential District,Zone X,1,0,0,1.0,2021-08-30,2021-01-08,1,0,0,0,2,0,1,3,0,0,0
202110580,0,15,989500,Metro,1200000,1.2127,0.8246,4,1432,7766,1938,6,1.5,430,0,966100,96900,1063000,0.9309,05 - R-5 Residential District,Zone X,1,0,1,1.0,2021-08-30,2021-07-28,0,0,0,0,1,0,0,2,1,1,0
202119056,0,15,998000,Metro,1100000,1.1022,0.9073,5,2364,13289,2003,5,6.0,244,0,578500,352000,930500,1.0725,05 - R-5 Residential District,Zone X,1,0,1,2.0,2021-08-30,2021-07-16,0,0,0,0,3,0,1,2,0,0,0
202118698,1,25,999999,Metro,950000,0.95,1.0526,3,1653,2722,2001,21,5.0,275,0,679800,309400,989200,1.0109,12 - A-2 Medium Density Apartme,Zone X,1,0,1,2.0,2021-08-30,2021-07-16,0,0,0,1,2,0,0,2,1,0,0
202104612,0,22,1300000,Metro,1075000,0.9348,1.2093,6,2246,3268,1975,110,6.0,223,0,602800,260900,863700,1.3315,05 - R-5 Residential District,Zone X,1,0,0,2.0,2021-08-30,2021-02-28,0,1,0,1,3,1,0,2,1,0,0
202120414,0,1,1200000,Metro,1200000,1.0,1.0,5,1744,6491,1965,1,6.0,238,0,740000,175400,915400,1.3109,05 - R-5 Residential District,Zone D,1,0,0,2.0,2021-08-30,2021-08-09,0,0,0,0,2,1,1,3,0,0,0
202112744,0,24,829000,Metro,965000,1.1641,0.8591,5,2118,5000,1959,7,4.0,202,0,646800,177400,824200,1.0058,05 - R-5 Residential District,Zone X,1,0,1,2.0,2021-08-27,2021-07-01,0,0,0,0,2,1,0,2,0,0,0
202116520,0,12,850000,Metro,950000,1.1176,0.8947,3,1008,5077,1968,11,3.5,245,0,694100,97800,791900,1.0734,05 - R-5 Residential District,Zone X,1,0,0,1.0,2021-08-27,2021-07-03,0,0,0,0,1,1,0,2,0,0,0
202119015,0,25,998000,HawaiiKai,1003000,1.005,0.995,4,1393,7978,1986,8,4.0,220,0,700900,213200,914100,1.0918,05 - R-5 Residential District,Zone D,1,0,1,2.0,2021-08-27,2021-07-20,0,0,0,0,2,0,0,2,0,0,0
202108873,0,21,1095000,DiamondHd,1220000,1.1142,0.8975,4,2869,11528,1960,9,1.5,381,0,1046500,284200,1330700,0.8229,04 - R-7.5 Residential District,Zone X,1,0,1,2.0,2021-08-27,2021-06-18,0,0,0,0,3,1,0,2,0,0,0
202116727,0,20,1075000,Metro,1150000,1.0698,0.9348,4,1679,6029,1968,11,4.0,386,0,769200,179100,948300,1.1336,05 - R-5 Residential District,Zone X,1,0,1,1.0,2021-08-26,2021-07-02,0,0,0,0,2,0,0,2,1,0,0
202116060,0,9,1288000,Metro,1140000,0.8851,1.1298,3,1600,10634,1938,7,4.0,364,0,1296600,96100,1392700,0.9248,04 - R-7.5 Residential District,Zone X,1,0,0,1.0,2021-08-26,2021-06-21,0,0,0,1,2,0,0,2,0,0,0
202116695,0,25,998000,Metro,1040000,1.0421,0.9596,7,2256,2800,1979,7,4.0,254,0,597700,285600,883300,1.1299,05 - R-5 Residential District,Zone X,1,0,0,2.0,2021-08-25,2021-06-29,0,0,0,0,3,0,0,2,1,0,0
202116415,0,25,1100000,Metro,1180000,1.0727,0.9322,4,2232,6448,1963,8,5.0,382,0,793400,214300,1007700,1.0916,05 - R-5 Residential District,Zone X,1,0,1,3.0,2021-08-25,2021-06-28,0,0,0,0,2,0,1,3,0,0,0
202118848,0,10,1100000,DiamondHd,1100000,1.0,1.0,4,936,5303,1956,0,4.5,132,0,842400,62000,904000,1.2168,05 - R-5 Residential District,Zone AE,0,0,1,1.0,2021-08-25,2021-07-16,0,0,0,0,1,0,0,2,1,0,1
202115880,0,25,120000,Metro,1300000,1.0,0.0923,3,1490,5297,1955,22,6.0,271,0,840800,87600,928400,1.4003,04 - R-7.5 Residential District,Zone AE,1,0,1,1.0,2021-08-25,2021-06-24,1,0,0,0,2,0,1,3,0,0,0
202116069,0,17,750000,Metro,880000,1.1733,0.8523,4,1204,5761,1959,11,3.0,178,0,661000,49900,710900,1.055,05 - R-5 Residential District,Zone X,1,0,1,1.0,2021-08-24,2021-06-24,0,0,0,0,2,0,0,2,0,0,0
202114752,1,19,1599000,Metro,1500000,0.9381,1.066,4,2472,16532,2001,11,6.0,366,380,873900,650400,1524300,1.049,04 - R-7.5 Residential District,Zone X,1,0,1,3.0,2021-08-24,2021-06-05,0,0,1,1,3,1,1,2,0,0,0
202118030,0,16,898000,HawaiiKai,975000,1.0857,0.921,3,992,5445,1966,9,4.0,197,0,724400,84900,809300,1.1096,05 - R-5 Residential District,Zone D,1,0,1,1.0,2021-08-23,2021-07-05,0,0,0,0,1,1,0,1,0,0,0
202115900,0,16,968000,HawaiiKai,1060000,1.095,0.9132,4,1588,5874,1973,8,3.5,235,14,720200,201800,922000,1.0499,05 - R-5 Residential District,Zone D,1,0,0,1.0,2021-08-23,2021-06-18,0,0,0,0,2,0,0,2,1,0,0
202116027,0,20,1050000,Metro,1175000,1.119,0.8936,3,1206,6000,1969,12,5.0,231,0,825000,104400,929400,1.1298,05 - R-5 Residential District,Zone X,1,0,0,1.0,2021-08-23,2021-06-21,0,0,0,0,1,1,0,2,0,0,0
202115091,0,25,1175000,HawaiiKai,1350000,1.1489,0.8704,3,1658,8522,1979,9,6.0,245,0,729700,231000,960700,1.2231,05 - R-5 Residential District,Zone D,1,0,1,1.0,2021-08-23,2021-06-08,0,0,0,0,2,0,0,2,0,0,0
202118718,0,25,1388888,HawaiiKai,1500000,1.08,0.9259,4,1709,9500,1974,6,6.0,219,19,861100,178400,1029500,1.3491,05 - R-5 Residential District,Zone D,1,0,0,2.0,2021-08-20,2021-07-13,0,0,0,0,2,0,0,2,0,0,0
202103719,0,21,890000,Metro,830000,0.9765,1.0723,4,1864,5000,1954,106,5.0,237,0,597800,214700,812500,1.0462,05 - R-5 Residential District,Zone X,0,0,0,1.0,2021-08-19,2021-02-05,0,1,0,1,3,0,0,1,0,1,0
202115870,0,15,898000,Metro,945000,1.0523,0.9503,3,1622,7903,1940,0,4.0,251,0,761500,100500,862000,1.0418,05 - R-5 Residential District,Zone X,1,0,1,1.0,2021-08-19,2021-06-21,0,0,0,0,2,0,0,2,0,1,0
202116102,0,15,950000,HawaiiKai,1167000,1.2284,0.8141,3,1476,5501,1966,10,4.0,238,0,720500,134400,854900,1.1112,05 - R-5 Residential District,Zone D,1,1,1,1.0,2021-08-19,2021-06-28,0,0,0,0,3,0,0,2,1,0,0
202116589,0,25,999000,Metro,1005000,1.006,0.994,3,1398,5334,1954,7,4.5,242,0,658800,32700,691500,1.4447,05 - R-5 Residential District,Zone X,1,0,0,2.0,2021-08-19,2021-06-29,0,0,0,0,2,0,0,2,1,0,0
202115909,0,25,1198000,Metro,1375000,0.9821,0.8713,3,1577,5055,1943,13,5.0,199,0,632300,170100,802400,1.7448,03 - R10 - Residential District,Zone X,1,0,1,1.0,2021-08-19,2021-06-21,1,0,0,0,2,0,1,3,1,1,0
202114854,0,25,769000,Metro,830000,1.0793,0.9265,4,1368,7754,1961,11,2.5,247,0,685200,161000,846200,0.9088,04 - R-7.5 Residential District,Zone X,1,0,1,1.0,2021-08-18,2021-06-09,0,0,0,0,2,1,0,2,0,0,0
202116458,1,25,1385000,HawaiiKai,1400000,1.0108,0.9893,3,2178,0,2002,5,5.5,333,398,725400,546800,1272200,1.0887,11 - A-1 Low Density Apartment,Zone AE,1,1,1,2.0,2021-08-18,2021-06-26,0,0,1,0,3,0,0,2,1,0,0
202116034,0,18,850000,Metro,980000,1.1529,0.8673,3,1128,5000,1952,13,4.0,182,0,703000,63300,766300,1.1092,05 - R-5 Residential District,Zone X,1,0,1,,2021-08-17,2021-06-22,0,0,0,0,1,0,0,2,0,0,1
202110643,0,18,1370000,HawaiiKai,1500000,1.0949,0.9133,4,3455,7537,1979,6,1.5,1055,26,1126400,635100,1761500,0.7777,04 - R-7.5 Residential District,Zone AE,1,1,1,2.0,2021-08-17,2021-05-05,0,0,0,0,4,1,0,2,1,0,0
202114859,0,12,990000,HawaiiKai,1070000,0.9835,0.9252,3,1354,7016,1970,10,5.0,216,0,792600,103200,895800,1.2146,05 - R-5 Residential District,Zone D,1,0,0,1.0,2021-08-16,2021-06-15,1,0,0,0,2,0,0,1,0,0,0
202114741,0,24,890000,Metro,864000,0.9708,1.0301,4,1560,5000,1999,6,5.0,236,0,568400,240300,808700,1.1005,07 - R-3.5 Residential District,Zone X,1,0,0,1.0,2021-08-13,2021-06-03,0,0,0,1,2,0,0,2,1,0,0
202101128,0,25,1150000,Metro,1170000,0.9873,0.9829,4,1778,5714,1949,72,5.0,459,0,770300,325400,1095700,1.0815,05 - R-5 Residential District,Zone X,0,0,0,1.0,2021-08-13,2021-01-18,1,0,0,0,2,0,1,2,1,0,0
202116577,0,1,850000,Metro,850000,1.0,1.0,4,1988,5000,1955,36,4.0,240,0,600000,223900,823900,1.0317,05 - R-5 Residential District,Zone X,0,0,0,1.0,2021-08-12,2021-05-26,0,0,0,0,3,0,0,3,0,0,0
202109597,1,9,1180000,Metro,970000,0.822,1.2165,5,1663,1681,2014,45,5.0,283,0,595800,319100,914900,1.2898,12 - A-2 Medium Density Apartme,Zone X,0,0,0,2.0,2021-08-12,2021-04-21,0,0,0,1,3,0,0,2,1,0,0
202106628,1,21,1498000,DiamondHd,1400000,0.9346,1.07,5,2906,6216,1941,120,5.0,655,0,919500,400500,1320000,1.1348,03 - R10 - Residential District,Zone X,1,0,1,2.0,2021-08-11,2021-03-08,0,0,0,1,3,0,0,2,1,0,0
202115844,0,17,980000,DiamondHd,1075000,1.0969,0.9116,3,1104,5000,1987,9,5.5,248,0,587400,262700,850100,1.1528,05 - R-5 Residential District,Zone X,1,0,1,1.0,2021-08-09,2021-06-17,0,0,0,0,2,0,0,1,0,0,0
202113545,0,25,998000,Metro,1050000,1.0521,0.9505,5,1736,4650,1946,5,5.5,234,0,646500,158500,805000,1.2398,05 - R-5 Residential District,Zone X,1,0,1,2.0,2021-08-09,2021-06-18,0,0,0,0,2,0,1,3,0,0,0
202112431,0,25,1049000,Metro,1110000,1.0582,0.945,3,1524,8237,1972,9,5.0,287,0,804700,166200,970900,1.0804,05 - R-5 Residential District,Zone X,0,0,1,1.0,2021-08-09,2021-05-17,0,0,0,0,2,0,0,2,0,0,0
202115569,0,25,870000,Metro,1182000,1.3586,0.736,3,1181,6445,1967,8,5.5,290,0,840400,137400,977800,0.8898,05 - R-5 Residential District,Zone X,0,0,0,1.0,2021-08-06,2021-06-14,0,0,0,0,2,0,1,2,1,0,0
202113382,1,11,1050000,DiamondHd,1050000,1.0,1.0,4,1548,11428,1951,24,6.0,212,0,612100,218100,830200,1.2648,05 - R-5 Residential District,Zone X,1,0,1,2.0,2021-08-06,2021-05-30,0,0,0,0,2,1,0,2,0,0,0
201923097,0,1,1300000,Metro,1162000,0.8938,1.1188,8,4080,6617,1989,175,4.0,581,0,772200,463000,1235200,1.0525,07 - R-3.5 Residential District,Zone X,0,0,0,2.0,2021-08-06,2019-08-14,0,0,0,1,4,1,0,2,0,0,0
202115857,0,22,1325000,HawaiiKai,1419000,1.0709,0.9338,4,2177,10062,1974,10,5.5,305,0,805600,267700,1073300,1.2345,05 - R-5 Residential District,Zone D,1,0,0,,2021-08-06,2021-06-22,0,0,0,0,3,0,1,2,0,0,1
202104909,0,21,1345000,DiamondHd,1350000,1.0037,0.9963,3,1251,12600,1953,93,4.0,329,0,1011800,4200,1016000,1.3238,03 - R10 - Residential District,Zone AE,1,0,0,1.0,2021-08-06,2021-02-26,0,0,0,0,1,1,0,3,1,0,0
202117963,0,24,1365000,HawaiiKai,1375000,1.0073,0.9927,4,2541,5036,2007,10,6.0,286,3,691200,477400,1168600,1.1681,05 - R-5 Residential District,Zone D,1,0,0,2.0,2021-08-06,2021-07-05,0,0,0,0,2,1,0,2,1,0,0
202120267,0,1,1450000,HawaiiKai,1450000,1.0,1.0,3,1232,7886,1963,69,6.0,639,0,1016100,318500,1334600,1.0865,05 - R-5 Residential District,Zone AE,1,0,0,1.0,2021-08-06,2021-05-29,0,0,0,0,2,0,0,2,1,0,0
202109786,0,25,1489000,DiamondHd,1480000,0.994,1.0061,4,2574,6000,1931,27,5.5,333,0,855800,424500,1280300,1.163,05 - R-5 Residential District,Zone X,1,0,0,,2021-08-06,2021-04-27,0,0,0,1,2,1,0,1,1,0,1
202112288,0,15,1200000,DiamondHd,950000,0.951,1.2632,4,1524,8100,1958,16,4.0,275,0,825000,91300,916300,1.0903,04 - R-7.5 Residential District,Zone X,0,0,0,1.0,2021-08-05,2021-05-12,0,1,0,1,2,1,0,2,1,0,0
202114981,0,25,1095000,HawaiiKai,1230000,0.984,0.8902,4,1724,7508,1971,5,4.0,433,0,885200,180600,1065800,1.1728,04 - R-7.5 Residential District,Zone D,0,0,0,1.0,2021-08-05,2021-06-23,1,0,0,0,2,0,0,2,1,0,0
202028737,0,25,1595000,Metro,1400000,0.9825,1.1393,5,2456,7555,1965,214,4.0,338,0,1132100,211200,1343300,1.0608,04 - R-7.5 Residential District,Zone X,1,0,0,2.0,2021-08-05,2020-11-09,0,1,0,1,3,1,1,3,0,0,0
202112783,0,24,995000,DiamondHd,1130000,1.1357,0.8805,3,1234,5000,1956,7,4.0,187,0,823200,67100,890000,1.118,05 - R-5 Residential District,Zone X,1,0,1,1.0,2021-08-04,2021-05-19,0,0,0,0,1,0,0,2,1,0,0
202115544,0,16,1050000,DiamondHd,1050000,1.0,1.0,3,1178,9100,1985,4,6.0,2251,0,660000,132100,792100,1.3256,04 - R-7.5 Residential District,Zone D,1,0,1,1.0,2021-08-04,2021-06-14,0,0,0,0,2,0,1,2,1,0,0
202119871,0,1,1100000,HawaiiKai,1100000,1.0,1.0,3,1560,5728,1973,0,5.0,416,14,750900,295500,1046400,1.0512,05 - R-5 Residential District,Zone X,0,1,0,2.0,2021-08-04,2021-08-02,0,0,0,0,2,1,0,3,1,0,0
202112862,0,25,799000,Metro,850000,1.0638,0.94,7,2432,5000,1968,1,2.0,199,0,580000,237700,817700,0.9771,07 - R-3.5 Residential District,Zone X,1,0,1,2.0,2021-08-03,2021-06-02,0,0,0,0,2,1,0,3,1,0,0
202115261,1,23,840000,Metro,850000,1.0119,0.9882,3,946,3563,2016,11,6.0,173,220,0,0,2071,405.6012,07 - R-3.5 Residential District,Zone X,0,0,0,2.0,2021-08-03,2021-06-13,0,0,1,0,2,0,0,3,1,0,0
202112601,0,1,850000,Metro,890000,1.0471,0.9551,3,1302,5000,1954,16,5.0,182,0,594000,65900,659900,1.2881,05 - R-5 Residential District,Zone X,0,0,0,1.0,2021-08-02,2021-05-21,0,0,0,0,1,0,1,1,0,0,0
202115114,1,14,775000,DiamondHd,840000,1.0839,0.9226,3,812,2308,1941,9,3.0,167,187,565600,167700,733300,1.0569,07 - R-3.5 Residential District,Zone X,0,0,1,1.0,2021-07-30,2021-06-14,0,0,1,0,2,0,0,2,1,0,0
202112697,0,11,779000,Metro,870000,1.1168,0.8954,3,1028,5201,1952,9,2.0,169,0,646300,74600,720900,1.0806,05 - R-5 Residential District,Zone X,1,0,0,1.0,2021-07-30,2021-05-19,0,0,0,0,1,0,0,2,1,0,0
202106386,0,9,949000,Metro,928000,0.9779,1.0226,4,1641,6405,1939,102,6.0,252,0,792900,101800,864700,1.0975,05 - R-5 Residential District,Zone X,1,0,0,2.0,2021-07-30,2021-03-05,0,0,0,1,2,0,0,3,0,0,0
202115350,0,16,949000,DiamondHd,975000,1.0274,0.9733,3,1244,4546,1927,17,3.0,259,0,794200,192400,986600,0.9619,03 - R10 - Residential District,Zone AE,1,0,0,1.0,2021-07-30,2021-06-11,0,0,0,0,2,0,0,1,1,0,0
202112793,0,25,995000,Metro,1200000,1.206,0.8292,3,2201,6590,1950,16,5.0,272,0,688200,245400,933600,1.0658,05 - R-5 Residential District,Zone X,1,0,1,2.0,2021-07-30,2021-06-04,0,0,0,0,2,0,0,3,0,0,0
